model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,fold,stage,feature_set,arch,activation,norm_type,n_layers,d_model,expansion,dropout,input_dropout,lr,weight_decay,mixup_alpha,use_swa,n_features,n_params,epochs,best_val_loss,elapsed_s,run_tag
model,0.8528121113777161,0.9335622787475586,2.6514841243624687,5.685235932469368,8.72935311340999,0.9506502747535706,0.8682414889335632,0.8638865351676941,0.9581432342529297,0.6285890936851501,0.8473522663116455,4.90393154323101,3.6061495542526245,1.835891231894493,4.787588492035866,0.4012937191873789,0.37405069451779127,100.0,100.0,100.0,1.0,6.939296071095669e-08,bands_indices_plain_relu_L5_d512_bn,0,search,bands_indices,plain,relu,batchnorm,5,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,1467910,120,0.403886,10.9,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8374741077423096,0.9320559501647949,2.686440758407116,5.772534012794495,8.851813597629972,0.949530839920044,0.8688289523124695,0.86134272813797,0.9566588401794434,0.5447561740875244,0.8437187671661377,4.928774014115334,3.6129456013441086,1.9660783931612968,4.8309095203876495,0.3762897104024887,0.4036430735141039,100.0,100.0,100.0,1.0,7.076013730511477e-08,bands_indices_plain_mish_L3_d256_bn,0,search,bands_indices,plain,mish,batchnorm,3,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,339206,120,0.407217,8.3,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8170046806335449,0.930330216884613,2.6719046756625175,5.8726441115140915,8.621296109173233,0.9497645497322083,0.8630013465881348,0.8504079580307007,0.9571400284767151,0.4371868968009949,0.8445207476615906,4.891665652394295,3.617953509092331,2.049882896244526,4.739334806799889,0.3443365450948477,0.3882553894072771,100.0,100.0,100.0,1.0,6.89720351942924e-08,bands_indices_plain_mish_L3_d512_bn,0,search,bands_indices,plain,mish,batchnorm,3,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,940550,120,0.406521,8.6,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8492054343223572,0.9343725442886353,2.637282945215702,5.654677376151085,8.798771468178217,0.9511927962303162,0.8657056093215942,0.8714487552642822,0.9589399695396423,0.5941504240036011,0.853786826133728,4.867853224277496,3.5954829305410385,1.8409596756100655,4.736972600221634,0.40914290584623814,0.37329501938074827,100.0,100.0,100.0,1.0,6.969027310788078e-08,bands_indices_plain_mish_L5_d256_bn,0,search,bands_indices,plain,mish,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,471814,120,0.407846,11.0,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8466071486473083,0.9343208074569702,2.5925295427441597,5.669433996081352,8.596347739449234,0.9522466063499451,0.8699003458023071,0.8630958199501038,0.9585795402526855,0.5867124795913696,0.84909987449646,4.7705113887786865,3.5414952784776688,1.8752805888652802,4.687077924609184,0.333142071031034,0.34767771139740944,100.0,100.0,100.0,1.0,7.005702684637072e-08,bands_indices_plain_mish_L5_d512_bn,0,search,bands_indices,plain,mish,batchnorm,5,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,1467910,120,0.404496,10.7,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8013694286346436,0.9290467500686646,2.720380760729313,5.940550938248634,8.799468559800417,0.9477005004882812,0.8608728647232056,0.8613224029541016,0.9553021788597107,0.3454315662384033,0.8375793099403381,4.987870901823044,3.70890274643898,1.9274277612566948,4.869995638728142,0.4015421960502863,0.4265433643013239,100.0,100.0,100.0,1.0,6.978631716947348e-08,bands_indices_plain_geglu_L3_d256_bn,0,search,bands_indices,plain,geglu,batchnorm,3,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,675334,120,0.409266,8.7,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.7884318232536316,0.9279794096946716,2.7114057913422585,5.999397858977318,8.600645252595324,0.947394609451294,0.861706554889679,0.8576353788375854,0.9541982412338257,0.2747645974159241,0.8348855972290039,4.986434057354927,3.6805789917707443,1.9365129992365837,4.891684278845787,0.3713804529979825,0.40184776298701763,100.0,100.0,100.0,1.0,6.96108344300228e-08,bands_indices_plain_geglu_L3_d512_bn,0,search,bands_indices,plain,geglu,batchnorm,3,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,1874950,120,0.40717,8.7,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.628430187702179,0.8633599281311035,4.679160937666893,8.276072889566422,10.344838514593738,0.8956342935562134,0.7532426714897156,0.8039602041244507,0.9044497013092041,0.011098980903625488,0.40216875076293945,8.289318531751633,5.945077911019325,3.237147256731987,8.779863268136978,0.5233893636614084,1.3001895509660244,100.0,100.0,100.0,1.0,6.717102252196128e-08,bands_indices_plain_geglu_L5_d256_bn,0,search,bands_indices,plain,geglu,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,939526,120,0.473249,11.9,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.7191951274871826,0.9094331860542297,3.445548191666603,6.759698688983917,9.57454567352205,0.9324233531951904,0.8402332663536072,0.8452415466308594,0.9373071193695068,0.03037416934967041,0.7295843362808228,6.3207656145095825,4.4861819595098495,2.1870462223887444,6.486207991838455,0.4930288065224886,0.7000721991062164,100.0,100.0,100.0,1.0,6.974875077503384e-08,bands_indices_plain_geglu_L5_d512_bn,0,search,bands_indices,plain,geglu,batchnorm,5,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,2927622,120,0.429271,11.4,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.7939727902412415,0.9293309450149536,2.6175962761044502,5.9403762221336365,7.748308675820077,0.9499799609184265,0.8603219985961914,0.8463127613067627,0.9572179913520813,0.30236947536468506,0.8476269245147705,4.8886362463235855,3.5962827503681183,1.8847232684493065,4.776260629296303,0.2834548940882087,0.2762210788205266,100.0,100.0,100.0,1.0,6.79383234114539e-08,bands_indices_plain_gelu_L3_d256_nonorm,0,search,bands_indices,plain,gelu,none,3,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,337670,120,0.402229,6.4,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.7938516139984131,0.9295933246612549,2.5930022820830345,5.934034287929535,7.538353052599921,0.9497037529945374,0.8587353229522705,0.8448431491851807,0.9588867425918579,0.30660247802734375,0.8443311452865601,4.864872246980667,3.5834621638059616,1.8812516704201698,4.6839699149131775,0.2714640460908413,0.2730053849518299,100.0,100.0,100.0,1.0,6.914913797118061e-08,bands_indices_plain_gelu_L3_d512_nonorm,0,search,bands_indices,plain,gelu,none,3,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,937478,120,0.39951,6.0,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.7955872416496277,0.9283456802368164,2.607463113963604,5.975984409451485,7.6666872342341135,0.9488860368728638,0.8544256687164307,0.8496568202972412,0.9569389820098877,0.3221585750579834,0.841448187828064,4.896068572998047,3.6413919180631638,1.826813630759716,4.7287654131650925,0.2656487049534917,0.28609391301870346,100.0,100.0,100.0,1.0,6.81052867435028e-08,bands_indices_plain_gelu_L5_d256_nonorm,0,search,bands_indices,plain,gelu,none,5,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,469254,120,0.402459,7.8,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8436995148658752,0.9305249452590942,2.625228278338909,5.809701979160309,7.53195913639726,0.9482630491256714,0.8559890389442444,0.8665084838867188,0.9564654231071472,0.589629590511322,0.8453299403190613,4.914544895291328,3.6287005990743637,1.8547656014561653,4.822280630469322,0.2579995198175311,0.27307469863444567,100.0,100.0,100.0,1.0,6.887486136974985e-08,bands_indices_plain_gelu_L5_d512_nonorm,0,search,bands_indices,plain,gelu,none,5,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,1462790,120,0.401324,7.9,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8148155808448792,0.9304796457290649,2.633015811443329,5.859668925404549,7.817689278211645,0.9492577314376831,0.861920952796936,0.8638606071472168,0.9556543827056885,0.4083406925201416,0.8498508334159851,4.9268510192632675,3.6285310983657837,1.8443485721945763,4.834447056055069,0.2893702359870076,0.27454232331365347,100.0,100.0,100.0,1.0,6.924172168965015e-08,bands_indices_plain_silu_L3_d256_nonorm,0,search,bands_indices,plain,silu,none,3,256,2,0.15,0.0,0.001,0.0001,0.0,False,798,337670,120,0.401631,6.9,stsearch_ep120_bs2048_pat700_min300_seed42
model,0.8265852332115173,0.9327736496925354,2.5805482640862465,5.756998062133789,7.619824757465821,0.9507294297218323,0.8626761436462402,0.8674449920654297,0.9583885073661804,0.4699058532714844,0.8503563404083252,4.832102358341217,3.597557544708252,1.8155494704842567,4.702789336442947,0.26648000348359346,0.2688068663701415,100.0,100.0,100.0,1.0,6.813520769810566e-08,bands_indices_plain_silu_L3_d512_nonorm,0,search,bands_indices,plain,silu,none,3,512,2,0.15,0.0,0.001,0.0001,0.0,False,798,937478,120,0.399938,6.6,stsearch_ep120_bs2048_pat700_min300_seed42
